CustomerID,FirstName,LastName,Gender,Age,DateOfBirth,MaritalStatus,NumberOfDependents,Occupation,EducationLevel,Country,County,Town,PostalCode,Region,JoinDate,TenureMonths,CustomerSegment,SubscriptionPlan,ContractType,NumberOfProducts,PremiumMember,ReferralSource,AccountManagerAssigned,PreferredCommunication,MonthlyCharges,TotalCharges,AverageMonthlySpend,PaymentMethod,AutoPay,BillingFrequency,LatePayments,OutstandingBalance,DiscountsReceived,LastPaymentAmount,LoginsPerMonth,AverageSessionMinutes,SessionsPerWeek,DaysSinceLastLogin,FeaturesAvailable,FeaturesUsed,FeatureAdoptionRate,PurchasesLast12Months,AveragePurchaseValue,UsageTrend,EmailOpenRate,MarketingClickRate,LoyaltyPoints,PromotionsRedeemed,CommunityParticipation,SupportTickets,Complaints,AverageResolutionHours,Escalations,RefundRequests,CustomerSupportRating,NetPromoterScore,CustomerSatisfactionScore,SurveyScore,ProductRating,CustomerLifetimeValue,EstimatedAnnualRevenue,ProfitMarginPercent,Churn,ChurnDate,ChurnReason,ChurnRiskScore,CustomerHealthScore,EngagementScore,SatisfactionCategory
KE-CUST-000929,Naliaka,Owuor,Female,73,1952-05-25,Married,3,Unknown,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2018-10-02,18,SME,Business,Month-to-Month,2,No,Social Media,Yes,WhatsApp,5503.75,89679.72,5679.96,Cash,No,Monthly,0,13.22,16.24,5436.27,1,29.6,3,33,9,8,88.9,2,131.41,Increasing,38.7,9.4,664,2,Low,1,0,4.0,0,0,5,7,4,97.0,4.0,131794.78,77474.45,18.0,Yes,2020-04-04,Poor Internet Speed,65.2,64.2,20.3,Satisfied
KE-CUST-000930,Collins,Kamau,Male,52,1973-12-15,Married,1,Farmer,Diploma,Kenya,Garissa,Garissa,70100,North Eastern Region,2023-01-16,18,Residential,Standard,Month-to-Month,1,No,Online Search,No,WhatsApp,1614.59,29047.96,1476.58,M-Pesa,No,Quarterly,0,9.07,164.26,1770.24,17,18.9,6,3,15,10,66.7,2,1572.18,Increasing,16.4,2.9,433,1,Low,5,1,3.5,0,1,3,6,4,77.0,4.0,26352.85,18452.25,17.1,Yes,2024-07-28,Poor Customer Service,56.4,67.2,59.5,Satisfied
KE-CUST-000931,Ali,Mutua,Male,21,2004-05-08,Married,3,Engineer,Master's Degree,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2022-05-15,34,Residential,Family,24 Months,1,No,SMS Promotion,No,SMS,3632.52,117991.51,3819.31,Cash,No,Monthly,2,871.91,1069.73,3430.17,22,13.2,9,33,13,6,46.2,5,1946.41,Decreasing,81.9,23.4,86,4,Low,0,0,9.5,0,0,5,7,3,66.0,4.0,165395.31,43873.25,21.0,Yes,2025-03-16,Service Reliability,56.8,65.7,59.1,Neutral
KE-CUST-000932,Faith,Cherono,Female,39,1986-11-11,Married,5,Teacher,Diploma,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2020-03-02,69,SME,Premium,24 Months,5,Yes,Advertisement,Yes,SMS,3637.68,254932.22,3795.42,M-Pesa,Yes,Monthly,1,1053.3,28.55,3845.92,19,29.1,3,20,9,4,44.4,4,2087.68,Increasing,48.8,8.0,902,3,High,1,0,17.7,0,0,4,6,5,100.0,5.0,180809.95,46478.0,13.3,No,,,26.3,76.9,28.8,Very Satisfied
KE-CUST-000933,Zainab,Ali,Female,29,1996-06-07,Married,4,Electrician,Bachelor's Degree,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2021-02-05,58,Residential,Family,12 Months,4,No,SMS Promotion,No,Email,3554.44,208180.43,3497.18,M-Pesa,No,Monthly,1,580.63,833.15,3773.26,23,31.6,1,3,6,5,83.3,3,1416.18,Increasing,40.3,4.2,522,0,Low,2,1,29.3,0,0,5,8,3,65.0,3.0,124732.96,53221.62,18.6,No,,,35.1,74.9,57.1,Neutral
KE-CUST-000934,Jane,Kipchumba,Female,24,2001-08-20,Married,1,Mechanic,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2025-12-25,0,SME,Business,12 Months,4,No,Online Search,Yes,Call,7656.36,0.0,7476.94,Credit Card,No,Monthly,2,407.52,160.55,6783.85,33,2.3,0,3,15,14,93.3,6,1340.45,Increasing,42.9,5.2,66,0,Low,2,1,5.4,0,0,5,8,4,92.0,4.0,112828.79,103853.09,21.0,No,,,29.7,85.6,69.4,Satisfied
KE-CUST-000935,Peter,Musyoka,Male,20,2005-06-01,Single,0,Doctor,Secondary,Kenya,Nyeri,Nyeri,10100,Central Region,2019-08-10,76,Student,Standard,Month-to-Month,3,No,Advertisement,No,Call,1455.68,100233.64,1421.32,Standing Order,Yes,Monthly,0,30.68,15.47,1396.08,18,13.7,8,3,11,5,45.5,3,1384.89,Decreasing,23.3,2.6,549,1,Medium,2,1,6.6,0,0,5,4,4,87.0,4.0,56075.02,20981.3,25.9,No,,,47.4,69.8,48.7,Satisfied
KE-CUST-000936,Anthony,Kimutai,Male,41,1984-12-05,Married,1,Software Developer,Primary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2022-01-30,47,Residential,Standard,Month-to-Month,2,No,Social Media,No,Call,1901.87,94124.53,1859.26,M-Pesa,No,Monthly,0,98.2,922.34,1891.47,31,26.8,1,0,12,8,66.7,5,1082.88,Decreasing,65.2,28.6,548,1,Low,0,0,22.3,0,0,5,6,4,90.0,4.0,71333.06,30278.4,21.2,No,,,33.7,84.0,78.5,Satisfied
KE-CUST-000937,Onyango,Musyoka,Male,28,1997-11-01,Married,2,Project Manager,Bachelor's Degree,Kenya,Kiambu,Kiambu,900,Central Region,2018-08-30,88,Corporate,Enterprise,Month-to-Month,6,Yes,Walk-in,Yes,SMS,11223.66,991404.39,10127.4,Bank Transfer,Yes,Monthly,0,15.68,224.19,11304.2,16,19.3,9,10,12,6,50.0,4,1166.54,Increasing,86.7,10.4,973,4,Low,1,0,7.4,0,0,5,7,4,87.0,4.0,476919.87,182582.66,19.0,No,,,29.6,84.1,70.4,Satisfied
KE-CUST-000938,Patricia,Wanyonyi,Female,48,1977-10-16,Married,1,Software Developer,Diploma,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2023-04-25,8,Residential,Standard,24 Months,3,No,Agent,No,Call,1325.11,11087.61,1554.12,Bank Transfer,Yes,Monthly,0,212.5,227.99,1224.87,17,28.6,3,11,14,6,42.9,7,1060.04,Stable,36.7,14.8,1756,3,Medium,3,1,13.1,0,0,5,2,3,57.0,4.0,18197.58,14919.24,11.6,Yes,2023-12-18,Poor Internet Speed,60.7,56.7,44.1,Neutral
KE-CUST-000939,Abdi,Wekesa,Male,48,1977-01-01,Widowed,0,Accountant,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2020-10-07,29,Student,Basic,12 Months,6,No,Walk-in,No,SMS,666.78,19886.39,598.16,Bank Transfer,Yes,Monthly,0,40.5,467.02,659.79,17,21.8,5,23,7,2,28.6,3,2596.59,Increasing,79.9,16.7,914,1,Low,7,3,21.4,1,1,4,7,3,65.0,3.0,11867.28,11713.15,17.7,Yes,2023-03-02,Financial Constraints,58.0,66.7,49.9,Neutral
KE-CUST-000940,Chebet,Maina,Female,52,1973-11-06,Single,1,Shop Owner,Diploma,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2020-07-03,65,Residential,Basic,Month-to-Month,2,No,Online Search,No,WhatsApp,799.33,48862.48,697.38,Bank Transfer,No,Quarterly,4,671.4,252.86,816.19,12,30.1,7,12,9,4,44.4,4,50.0,Increasing,33.7,6.0,476,0,Low,2,1,16.1,0,0,4,4,3,70.0,3.0,38413.54,9283.1,28.5,No,,,55.4,60.4,42.0,Neutral
KE-CUST-000941,Barasa,Owuor,Male,26,1999-07-18,Married,1,Electrician,Master's Degree,Kenya,Kiambu,Kiambu,900,Central Region,2025-02-06,10,Residential,Family,Month-to-Month,2,No,Online Search,No,WhatsApp,2888.02,29697.69,3015.75,M-Pesa,No,Monthly,2,2220.74,600.07,2672.04,27,40.5,5,6,13,4,30.8,4,1576.33,Decreasing,29.9,4.5,1703,1,Low,1,0,3.9,0,0,5,7,4,81.43809523809524,5.0,41410.06,25303.3,19.8,No,,,47.1,69.1,51.9,Satisfied
KE-CUST-000942,Beatrice,Nyakundi,Female,42,1983-12-23,Single,0,Student,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2018-01-13,95,Residential,Family,Month-to-Month,2,No,Agent,No,WhatsApp,3425.09,296040.66,3265.3,M-Pesa,Yes,Monthly,0,13.62,335.22,3414.77,28,12.3,5,13,9,7,77.8,5,1147.63,Stable,36.0,9.1,741,2,Low,1,0,4.5,0,1,5,7,4,78.0,5.0,128047.09,43340.86,22.7,No,,,43.4,77.0,64.5,Satisfied
KE-CUST-000943,Naliaka,Odhiambo,Female,44,1981-08-25,Married,3,Project Manager,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2021-09-02,39,SME,Business,Month-to-Month,4,No,Online Search,No,Call,6207.29,254867.13,5953.54,M-Pesa,Yes,Monthly,0,17.87,153.08,5922.88,3,26.4,3,21,10,4,40.0,8,1872.65,Decreasing,22.4,9.6,646,3,Medium,5,1,21.0,0,1,2,7,5,100.0,5.0,189908.52,93626.14,19.6,Yes,2024-12-13,Poor Customer Service,58.6,57.3,11.0,Very Satisfied
KE-CUST-000944,Halima,Kiptoo,Female,30,1995-07-18,Single,0,Doctor,Diploma,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2021-12-29,48,Government,Business,12 Months,4,No,Social Media,Yes,SMS,9554.81,394408.69,9558.74,M-Pesa,Yes,Monthly,0,8.62,407.35,9454.78,13,47.0,6,2,12,8,66.7,5,1814.03,Stable,24.3,4.1,1368,1,Low,0,0,7.5,0,0,4,7,3,46.0,3.0,394467.43,128314.39,19.7,No,,,42.4,71.7,49.1,Neutral
KE-CUST-000945,Mwangangi,Musyoka,Male,27,1998-02-26,Single,2,Business Analyst,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2024-12-17,12,Residential,Premium,24 Months,3,Yes,SMS Promotion,No,SMS,3570.06,41548.35,3419.38,M-Pesa,No,Monthly,1,2680.81,36.65,3424.64,30,21.0,7,0,6,3,50.0,3,1320.12,Increasing,25.7,9.0,149,1,Medium,2,0,2.4,0,0,5,4,5,100.0,5.0,33461.52,34981.47,29.3,No,,,27.9,86.0,65.9,Very Satisfied
KE-CUST-000946,Otieno,Njuguna,Male,55,1970-11-21,Single,0,Business Owner,Primary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2023-05-31,31,Residential,Basic,24 Months,4,No,Agent,No,Email,930.81,29258.99,862.93,M-Pesa,No,Monthly,1,1305.96,271.03,912.6,16,17.3,5,10,13,5,38.5,5,1226.75,Decreasing,49.4,12.2,2675,1,Low,0,0,16.5,0,0,5,9,4,73.0,4.0,28190.53,12993.2,21.3,No,,,27.5,87.4,34.8,Satisfied
KE-CUST-000947,Abdi,Wanjiru,Male,39,1986-02-18,Married,4,Accountant,Bachelor's Degree,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2024-04-20,20,Residential,Family,Month-to-Month,5,No,Friend/Family,No,WhatsApp,2910.72,52422.26,2859.61,M-Pesa,No,Monthly,0,14.4,166.65,2853.11,21,33.6,5,6,13,12,92.3,1,2861.0,Decreasing,54.3,24.4,538,1,Medium,2,1,2.5,0,0,5,8,5,100.0,4.0,60732.49,32455.6,17.6,No,,,24.6,91.5,73.8,Very Satisfied
KE-CUST-000948,Susan,Wachira,Female,44,1981-01-27,Single,1,Mechanic,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2019-08-22,47,Residential,Premium,12 Months,3,Yes,Online Search,No,SMS,4491.19,186913.33,4973.36,M-Pesa,No,Monthly,1,60.81,205.93,4866.74,17,24.6,5,24,8,5,62.5,2,1535.96,Decreasing,68.9,27.6,710,3,Medium,2,1,13.8,0,0,5,5,4,85.0,3.0,134878.56,59483.28,16.7,Yes,2023-07-19,Switched to Competitor,52.8,65.4,55.3,Satisfied
KE-CUST-000949,Mercy,Ali,Female,26,1999-11-15,Divorced,0,Business Owner,Master's Degree,Kenya,Garissa,Garissa,70100,North Eastern Region,2021-01-22,36,SME,Premium,Month-to-Month,1,Yes,Social Media,Yes,WhatsApp,3636.59,128291.44,3535.61,M-Pesa,No,Quarterly,1,1006.4,448.84,4018.67,11,36.4,0,13,11,3,27.3,3,1290.31,Increasing,51.9,7.9,1476,4,Low,3,1,2.1,0,0,5,7,3,66.0,3.0,94066.04,45763.54,14.9,Yes,2024-01-30,Network Issues,73.5,56.2,24.0,Neutral
KE-CUST-000950,Joy,Kioko,Female,21,2004-11-04,Single,0,Lecturer,Master's Degree,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2021-08-03,52,Student,Standard,Month-to-Month,2,No,Social Media,No,SMS,2675.42,151269.42,2630.38,M-Pesa,No,Monthly,4,1047.12,70.7,2953.42,20,19.3,6,5,11,5,45.5,5,907.25,Increasing,15.3,2.7,640,2,Medium,3,1,15.0,0,0,5,8,4,82.0,3.0,24051.4,34855.27,14.4,No,,,42.8,74.0,50.1,Satisfied
KE-CUST-000951,Eunice,Kioko,Female,29,1996-06-27,Divorced,0,Sales Executive,Bachelor's Degree,Kenya,Mombasa,Mombasa,80100,Coast Region,2023-06-09,2,SME,Premium,Month-to-Month,3,Yes,Social Media,Yes,Call,3324.91,6305.59,3610.98,Standing Order,Yes,Monthly,0,39.05,14.02,2939.9,6,31.0,7,10,14,10,71.4,3,1507.27,Increasing,28.9,9.2,224,1,Low,6,2,19.1,0,0,4,7,4,90.0,3.0,65825.71,42931.9,18.4,Yes,2023-08-21,Poor Customer Service,66.4,57.0,49.8,Satisfied
KE-CUST-000952,Agnes,Mwangi,Female,35,1990-07-27,Married,1,Doctor,Secondary,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2021-07-10,53,SME,Premium,12 Months,4,Yes,Online Search,Yes,WhatsApp,3819.3,206046.33,3133.51,M-Pesa,Yes,Monthly,0,46.63,832.28,3939.45,16,20.8,4,10,11,3,27.3,4,459.31,Stable,75.1,26.2,2494,2,Low,3,1,12.6,0,1,5,7,5,100.0,4.0,125970.28,58016.3,13.2,No,,,43.0,71.7,50.5,Very Satisfied
KE-CUST-000953,Duncan,Bosire,Male,23,2002-10-12,Single,1,Driver,Secondary,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2024-10-13,14,Residential,Family,Month-to-Month,6,No,Advertisement,No,Email,3614.86,48552.95,3720.52,Cash,Yes,Monthly,0,27.24,765.25,3563.97,28,26.5,7,8,11,10,90.9,9,1354.11,Increasing,63.8,22.4,680,4,Low,1,0,9.6,0,1,5,8,4,88.0,4.0,52125.7,52310.17,14.9,No,,,12.7,98.7,84.3,Satisfied
KE-CUST-000954,Naliaka,Njoroge,Female,36,1989-07-06,Single,0,Business Owner,Bachelor's Degree,Kenya,Machakos,Machakos,90100,Eastern Region,2024-01-06,23,Residential,Standard,24 Months,4,No,Online Search,No,WhatsApp,1459.39,31130.52,1437.8,M-Pesa,No,Annually,1,965.64,1005.58,1381.73,19,23.9,3,14,15,10,66.7,4,814.58,Decreasing,81.8,32.6,1270,4,High,2,0,5.7,0,0,5,7,4,77.0,4.0,23414.84,16174.83,22.7,No,,,33.6,86.7,59.8,Satisfied
KE-CUST-000955,Anthony,Ochieng,Male,18,2007-12-01,Married,1,Sales Executive,Master's Degree,Kenya,Kakamega,Kakamega,50100,Western Region,2020-03-30,69,Residential,Basic,12 Months,4,No,Social Media,No,WhatsApp,940.24,62431.51,899.22,M-Pesa,No,Monthly,1,759.33,494.3,1008.66,15,38.1,7,4,5,3,60.0,3,50.0,Stable,32.1,6.9,126,3,Low,1,0,30.8,0,0,4,8,5,100.0,5.0,47447.34,12922.23,11.4,No,,,29.2,92.9,62.2,Very Satisfied
KE-CUST-000956,Patrick,Ondieki,Male,23,2002-02-15,Married,1,Marketing Officer,Diploma,Kenya,Kisii,Kisii,40200,Nyanza Region,2025-03-30,9,Student,Basic,12 Months,2,No,Social Media,No,Email,1169.2,11193.86,1050.69,Credit Card,No,Monthly,3,1860.19,861.74,1161.12,13,26.1,2,7,15,9,60.0,4,1726.59,Decreasing,67.5,11.9,263,1,Low,2,1,6.8,0,0,4,7,5,99.0,5.0,20401.3,15058.99,21.6,No,,,44.9,70.6,37.3,Very Satisfied
KE-CUST-000957,Awuor,Bosire,Female,44,1981-06-07,Married,6,Teacher,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2020-02-10,70,SME,Premium,Month-to-Month,4,No,Online Search,Yes,WhatsApp,3275.14,207780.17,3270.78,M-Pesa,Yes,Annually,1,479.99,156.08,3426.31,23,11.7,4,43,5,2,40.0,4,50.0,Stable,4.4,0.9,498,2,Low,2,0,15.7,0,0,4,7,5,100.0,5.0,148618.7,43803.37,16.0,No,,,52.0,66.5,12.5,Very Satisfied
KE-CUST-000958,Kiplangat,Ali,Male,43,1982-08-01,Single,1,Student,Diploma,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2024-09-13,15,Residential,Family,Month-to-Month,2,No,Social Media,No,SMS,3297.7,49836.73,3213.15,M-Pesa,No,Monthly,0,111.53,64.92,3465.22,29,14.3,6,4,9,5,55.6,2,786.12,Increasing,10.1,1.5,340,1,High,3,1,26.7,0,0,3,7,5,86.0,5.0,74266.17,38637.78,17.6,No,,,41.4,86.0,54.5,Very Satisfied
KE-CUST-000959,Titus,Ochieng,Male,31,1994-04-24,Married,2,Student,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2024-10-14,14,Residential,Premium,Month-to-Month,2,Yes,Online Search,No,Email,4114.04,59161.66,4152.36,M-Pesa,Yes,Monthly,0,232.05,474.82,4252.67,25,28.0,4,2,9,3,33.3,6,2025.04,Stable,31.4,8.5,213,3,Medium,2,0,7.9,0,0,5,7,5,89.0,4.0,54399.69,60754.93,16.6,No,,,40.3,70.8,49.6,Very Satisfied
KE-CUST-000960,Halima,Ogega,Female,24,2001-01-25,Widowed,1,Student,Bachelor's Degree,Kenya,Kiambu,Kiambu,900,Central Region,2019-05-09,79,Corporate,Enterprise,12 Months,6,No,Online Search,Yes,Email,9319.32,728035.79,9127.41,Bank Transfer,No,Quarterly,1,16.51,173.85,9163.86,20,16.3,0,0,10,9,90.0,3,2022.46,Stable,45.4,11.3,389,2,Medium,4,1,9.5,0,0,5,4,4,86.0,5.0,490458.47,146844.36,16.0,No,,,38.3,73.1,54.5,Satisfied
KE-CUST-000961,Ali,Barasa,Male,24,2001-05-22,Single,0,Unknown,Secondary,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2021-04-25,56,SME,Premium,12 Months,3,Yes,Walk-in,Yes,SMS,3329.31,188859.48,3604.81,M-Pesa,No,Monthly,0,14.29,127.61,3275.37,20,29.3,7,3,12,9,75.0,3,1677.06,Increasing,28.1,8.6,650,1,Low,3,1,10.1,0,0,4,6,2,51.0,2.0,103637.68,40555.94,9.8,No,,,37.0,83.3,73.3,Unsatisfied
KE-CUST-000962,Zainab,Kones,Female,32,1993-12-12,Single,0,Business Analyst,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2018-09-06,87,Student,Basic,Month-to-Month,2,No,Agent,No,Email,500.0,45134.11,449.34,M-Pesa,No,Annually,1,701.21,358.81,502.37,18,15.2,4,1,13,11,84.6,3,622.08,Increasing,42.5,14.8,198,3,High,3,1,12.2,0,1,5,7,4,92.0,4.0,33825.35,6000.0,19.8,No,,,36.5,82.0,74.0,Satisfied
KE-CUST-000963,Vincent,Wanjiru,Male,44,1981-04-03,Single,1,Business Owner,Primary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2020-03-09,69,SME,Business,12 Months,1,No,Friend/Family,Yes,SMS,6806.47,508194.38,6698.58,M-Pesa,Yes,Monthly,0,22.07,62.58,7301.53,6,22.4,5,12,5,2,40.0,2,644.03,Stable,13.8,5.8,2089,1,Medium,0,0,2.1,0,0,4,5,5,89.0,5.0,398093.93,93867.05,20.0,No,,,41.5,80.1,21.1,Very Satisfied
KE-CUST-000964,Francis,Ochieng,Male,47,1978-10-21,Married,5,Farmer,Bachelor's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2023-11-15,25,Residential,Basic,Month-to-Month,3,No,Social Media,No,SMS,826.64,21476.01,841.89,Standing Order,Yes,Annually,1,1088.3,359.36,869.51,15,16.1,7,2,9,6,66.7,3,1924.82,Decreasing,43.3,9.3,716,1,Medium,1,0,10.9,0,0,4,7,5,100.0,5.0,26739.27,12389.29,15.1,No,,,31.3,81.2,64.2,Very Satisfied
KE-CUST-000965,Wafula,Kioko,Male,30,1995-05-26,Married,0,ICT Officer,Bachelor's Degree,Kenya,Meru,Meru,60200,Eastern Region,2023-08-27,28,Residential,Family,12 Months,2,Yes,Agent,No,Call,3353.09,89764.82,3454.85,Debit Card,Yes,Quarterly,1,303.9,827.26,3311.99,13,24.5,5,11,13,10,76.9,10,1125.67,Increasing,78.2,14.7,112,4,Low,3,1,7.6,0,0,4,6,4,72.0,4.0,67504.23,45825.09,15.7,No,,,43.6,79.3,66.4,Satisfied
KE-CUST-000966,Ali,Kones,Male,22,2003-12-08,Single,1,Civil Servant,Bachelor's Degree,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2021-03-02,57,Residential,Basic,12 Months,2,No,Friend/Family,No,SMS,908.78,51184.1,873.0,M-Pesa,No,Monthly,2,1045.18,466.45,904.86,15,24.94090356564019,6,4,5,3,60.0,2,1896.02,Decreasing,30.2,11.2,76,1,Low,2,0,16.1,0,0,5,7,5,100.0,5.0,39263.0,8456.85,19.5,No,,,30.4,82.2,53.9,Very Satisfied
KE-CUST-000967,Hellen,Abdi,Female,39,1986-04-16,Single,1,Police Officer,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2020-10-13,62,Residential,Basic,Month-to-Month,4,No,Agent,No,WhatsApp,962.51,58169.58,909.89,M-Pesa,No,Monthly,2,1558.29,285.57,1048.4,25,23.2,3,2,10,5,50.0,7,1483.43,Increasing,36.3,7.4,482,1,Low,1,0,4.0,0,0,5,9,4,100.0,4.0,27240.5,10949.31,16.4,No,,,29.4,81.9,56.0,Satisfied
KE-CUST-000968,Vincent,Duale,Male,26,1999-06-02,Single,0,Entrepreneur,Secondary,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2022-03-21,45,Residential,Basic,24 Months,2,Yes,Social Media,No,Email,787.16,36031.26,748.31,Bank Transfer,Yes,Monthly,2,766.46,266.66,738.66,21,29.7,9,15,5,3,60.0,3,192.79,Increasing,53.7,16.2,461,2,Low,1,0,11.3,0,0,5,6,4,77.0,4.0,18629.89,10241.68,13.0,No,,,35.5,78.4,60.6,Satisfied
KE-CUST-000969,Naliaka,Ali,Female,30,1995-05-16,Married,2,Banker,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2022-09-29,8,Residential,Standard,12 Months,2,No,Agent,No,Email,1706.86,13543.97,2076.34,M-Pesa,Yes,Monthly,1,2837.74,153.32,1546.87,13,20.6,6,52,13,7,53.8,4,455.81,Decreasing,30.7,12.1,715,3,Medium,2,1,1.5,0,1,5,6,5,87.0,5.0,35414.57,21271.28,17.7,Yes,2023-05-19,Relocated,57.6,53.9,17.5,Very Satisfied
KE-CUST-000970,Moses,Barasa,Male,52,1973-12-23,Single,0,Software Developer,Master's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2025-11-09,1,Residential,Premium,24 Months,2,Yes,Agent,No,WhatsApp,4439.2,4427.76,4730.36,M-Pesa,Yes,Monthly,1,1060.37,569.54,4247.21,27,28.1,8,24,7,3,42.9,4,3401.57,Decreasing,29.3,7.9,782,1,Medium,3,0,18.1,0,1,5,9,4,73.0,4.0,62634.3,28788.99,21.1,No,,,53.1,71.3,48.0,Satisfied
KE-CUST-000971,Diana,Nyakundi,Female,46,1979-10-07,Widowed,0,Student,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2018-02-14,94,Residential,Standard,12 Months,4,No,Agent,No,SMS,2462.71,232673.92,2444.11,M-Pesa,No,Monthly,0,22.15,1093.06,2723.26,34,12.1,4,20,15,7,46.7,3,2004.67,Decreasing,45.6,15.8,298,0,Low,0,0,15.2,0,0,5,8,4,90.0,4.0,63398.91,34759.87,15.4,No,,,28.1,85.2,51.5,Satisfied
KE-CUST-000972,Florence,Cherono,Female,38,1987-01-07,Married,2,Civil Servant,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2021-05-06,55,Residential,Basic,Month-to-Month,2,No,Social Media,No,SMS,570.95,31059.38,542.24,M-Pesa,Yes,Monthly,0,13.21,257.28,536.83,25,15.4,4,18,10,4,40.0,5,2069.58,Stable,7.4,2.6,211,2,Medium,2,0,29.6,0,1,5,6,4,87.0,4.0,30262.11,7252.24,17.7,No,,,39.4,74.8,46.6,Satisfied
KE-CUST-000973,Catherine,Njoroge,Female,21,2004-11-13,Single,0,Police Officer,Secondary,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2020-12-05,60,SME,Standard,Month-to-Month,3,Yes,Advertisement,No,WhatsApp,1368.41,74870.34,1447.7,Bank Transfer,Yes,Monthly,1,102.79,859.07,1305.06,41,19.1,4,5,15,9,60.0,2,1292.58,Increasing,65.8,25.4,529,1,Low,6,2,8.2,1,0,4,7,4,74.0,4.0,38141.52,14438.32,11.2,No,,,40.6,82.4,87.0,Satisfied
KE-CUST-000974,George,Duale,Male,39,1986-02-28,Divorced,4,Student,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2020-04-16,68,Residential,Standard,Month-to-Month,4,No,Advertisement,No,WhatsApp,1433.96,100182.33,1195.64,Cash,Yes,Quarterly,0,193.94,9.04,1455.99,20,16.3,3,2,8,2,25.0,1,796.59,Decreasing,41.2,8.8,1802,2,Low,2,1,47.0,0,0,5,6,4,77.0,5.0,78865.88,21404.59,21.3,No,,,37.2,79.7,37.4,Satisfied
KE-CUST-000975,Samuel,Ogega,Male,49,1976-05-19,Married,0,Data Analyst,Primary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2019-08-14,76,Student,Basic,24 Months,5,No,Agent,No,SMS,625.97,50385.3,657.13,Bank Transfer,Yes,Monthly,0,23.19,84.14,631.65,33,27.7,3,2,5,1,20.0,2,200.82,Stable,55.1,10.1,392,2,Low,4,1,3.1,0,0,5,7,5,99.0,5.0,26391.56,7912.12,21.0,No,,,21.9,90.8,60.3,Very Satisfied
KE-CUST-000976,Onyango,Gitau,Male,31,1994-09-16,Married,5,Police Officer,Primary,Kenya,Kiambu,Kiambu,900,Central Region,2021-04-27,56,Residential,Family,Month-to-Month,4,Yes,Online Search,No,WhatsApp,2108.78,121459.26,2133.0,Cash,Yes,Quarterly,0,39.46,21.36,2231.06,26,39.3,7,11,5,0,0.0,3,2351.54,Decreasing,10.4,2.9,373,1,Low,2,1,5.4,0,0,5,7,4,89.0,4.0,114004.85,27707.83,17.922131979695433,No,,,46.6,72.5,34.8,Satisfied
KE-CUST-000977,Jane,Kamau,Female,52,1973-03-18,Single,1,Engineer,Diploma,Kenya,Nakuru,Nakuru,20100,Rift Valley Region,2018-04-14,91,Residential,Standard,Month-to-Month,2,No,Online Search,No,Email,1742.07,157468.71,1746.54,Bank Transfer,No,Monthly,0,25.89,306.17,1851.89,33,21.8,4,18,6,2,33.3,0,1222.85,Increasing,39.0,16.3,226,1,Medium,4,1,12.1,0,0,5,6,4,64.0,4.0,95667.79,19525.49,18.2,Yes,2025-11-07,Price Too High,59.7,68.8,50.8,Satisfied
